chat_id_1,chat_id_2,similarity,date_diff
181,173,0.9272840917053283,5 days 21:54:52
173,181,0.9272840917053283,6 days 18:02:26
1751,1735,0.9271689426472851,0 days 00:26:32
1735,1751,0.9271689426472851,0 days 00:25:56
1934,1730,0.9271664988586825,1 days 05:32:22
179,173,0.9271538409252431,5 days 01:58:14
179,219,0.9271538409252431,5 days 01:44:43
173,219,0.9271538409252431,5 days 02:01:44
173,219,0.9271538409252431,2 days 04:41:36
173,114,0.9271043694368344,4 days 12:13:09
114,173,0.9271043694368344,1 days 08:49:43
181,173,0.9270234180636513,3 days 19:51:03
173,219,0.9269935519053226,2 days 01:04:08
173,219,0.9269935519053226,5 days 03:00:22
179,219,0.9269935519053226,5 days 02:43:21
173,179,0.9269935519053226,5 days 19:16:43
173,207,0.9269853685954814,2 days 00:37:32
1751,1735,0.9268143699100501,3 days 11:39:10
1751,1735,0.9267085098235945,0 days 01:48:46
1735,1751,0.9267085098235945,0 days 01:48:10
173,181,0.9266696924463098,3 days 16:00:29
173,179,0.9266280210143502,0 days 02:03:29
173,114,0.9264498323622787,6 days 08:12:05
114,173,0.9264155425808462,4 days 15:27:19
173,181,0.9263602014468845,4 days 00:18:02
181,173,0.9262840702439271,3 days 23:59:56
181,179,0.9262840702439271,4 days 00:02:36
173,179,0.9262840702439271,4 days 00:03:39
1751,1735,0.9262721782725643,0 days 02:14:59
1735,1751,0.9262721782725643,0 days 02:14:25
173,219,0.9261907462049852,5 days 12:04:46
173,114,0.9261002090410166,4 days 13:12:51
173,114,0.9261002090410166,0 days 00:12:40
114,173,0.92605241809591,1 days 08:55:03
177,3389,0.9260207713623867,2 days 23:57:21
179,173,0.9260176996175141,5 days 15:56:12
1934,1730,0.9259169084287135,0 days 23:29:34
1730,1934,0.9259169084287135,0 days 23:29:47
173,219,0.9257723312721902,2 days 00:03:22
173,179,0.9257723312721902,1 days 19:18:01
179,173,0.9257723312721902,5 days 11:48:39
173,114,0.925756675830398,2 days 13:01:44
1751,1735,0.9253431889668268,6 days 16:51:47
173,219,0.9252127983710053,1 days 14:58:03
173,114,0.9251342084914816,5 days 17:58:10
1934,1730,0.9249747783065384,0 days 08:31:30
1730,1934,0.9249747783065384,0 days 08:31:48
219,173,0.9249696588089297,2 days 14:17:20
1751,1735,0.9248763513104894,2 days 23:20:49
173,179,0.9248583178689467,5 days 21:59:36
173,219,0.9247784962832619,0 days 01:51:21
1934,1730,0.9247513197286904,5 days 02:03:08
1730,1934,0.9247513197286904,5 days 02:03:42
181,173,0.9246715856584358,3 days 21:51:52
173,179,0.9246715856584358,3 days 21:57:47
181,179,0.9246715856584358,3 days 21:54:32
173,219,0.9245575088535842,2 days 00:02:59
114,219,0.9245574879256988,2 days 23:47:46
173,219,0.9245574879256988,3 days 02:54:39
181,173,0.9244997553680663,5 days 10:53:06
209,173,0.9243945447201272,5 days 20:10:17
173,219,0.9242106867636658,3 days 00:00:26
1934,1730,0.9242078593019931,2 days 17:20:03
209,173,0.9241824900834882,5 days 11:50:52
1730,1934,0.9241317684423176,2 days 00:13:37
1934,1730,0.9241317684423176,2 days 00:13:22
181,173,0.9241088771446171,4 days 00:53:19
179,173,0.9239940516328599,0 days 01:57:42
173,179,0.9239940516328599,6 days 09:03:49
173,114,0.9239940516328599,2 days 20:07:38
173,210,0.9239784370101269,0 days 18:43:16
179,173,0.9238763885508593,5 days 13:42:47
